studentId,courseCode,day,period,roomNumber
23,MADR 3301,TH,2,Room 6
23,MADR 3711,T,1,Room 1
23,MADR 3711,TH,1,Room 1
25,MADR 3008,T,6,Room 2
25,MADR 3008,TH,6,Room 2
25,MADR 3013,T,4,Room 5
25,MADR 3013,TH,4,Room 5
25,MADR 3024,M,1,Room 7
25,MADR 3024,W,1,Room 7
25,MADR 3026,M,4,Room 7
25,MADR 3026,W,4,Room 7
26,MADR 1003,T,2,Room 1
26,MADR 1003,TH,2,Room 1
26,MADR 3012,T,1,Room 6
26,MADR 3014,M,1,Room 4
26,MADR 3014,W,1,Room 4
26,MADR 3711,T,1,Room 1
26,MADR 3711,TH,1,Room 1
27,MADR 3002,T,4,Room 2
27,MADR 3002,TH,4,Room 2
27,MADR 3012,T,1,Room 6
27,MADR 3018,T,4,Room 9
27,MADR 3018,TH,4,Room 9
27,MADR 3019,TH,6,Room 9
27,MADR 3019,TH,7,Room 9
27,MADR 3024,M,1,Room 7
27,MADR 3024,W,1,Room 7
28,MADR 3017,T,1,Room 4
28,MADR 3017,TH,1,Room 4
28,MADR 3019,TH,6,Room 9
28,MADR 3019,TH,7,Room 9
28,MADR 3024,M,1,Room 7
28,MADR 3024,W,1,Room 7
28,MADR 3025,M,4,Room 1
28,MADR 3025,W,4,Room 1
28,MADR 3026,M,4,Room 7
28,MADR 3026,W,4,Room 7
29,MADR 1001,T,2,Room 7
29,MADR 1001,TH,2,Room 7
29,MADR 3006,M,2,Room 4
29,MADR 3006,W,2,Room 4
29,MADR 3019,TH,6,Room 9
29,MADR 3019,TH,7,Room 9
29,MADR 3711,T,1,Room 1
29,MADR 3711,TH,1,Room 1
30,MADR 1004,M,2,Room 7
30,MADR 1004,W,2,Room 7
30,MADR 3018,T,4,Room 9
30,MADR 3018,TH,4,Room 9
30,MADR 3604,M,1,Room 9
30,MADR 3604,W,1,Room 9
30,MADR 4901,M,5,Room 9
31,MADR 3018,T,4,Room 9
31,MADR 3018,TH,4,Room 9
31,MADR 3021,T,5,Room 6
31,MADR 3031,T,5,Room 9
31,MADR 3031,TH,5,Room 9
31,MADR 3711,T,1,Room 1
31,MADR 3711,TH,1,Room 1
32,MADR 3206,M,5,Room 7
32,MADR 3206,W,5,Room 7
32,MADR 3301,T,2,Room 6
32,MADR 3301,TH,2,Room 6
32,MADR 3604,M,1,Room 9
32,MADR 3604,W,1,Room 9
32,MADR 3711,T,1,Room 1
32,MADR 3711,TH,1,Room 1
33,MADR 3012,T,1,Room 6
33,MADR 4041,T,3,Room 3
33,MADR 4041,TH,3,Room 3
33,MADR 4511W,M,7,Room 8
33,MADR 4511W,W,7,Room 8
34,MADR 1004,M,2,Room 7
34,MADR 1004,W,2,Room 7
34,MADR 3019,TH,6,Room 9
34,MADR 3019,TH,7,Room 9
34,MADR 3031,T,5,Room 9
34,MADR 3031,TH,5,Room 9
34,MADR 3301,T,2,Room 6
34,MADR 3301,TH,2,Room 6
35,MADR 1001,T,2,Room 7
35,MADR 1001,TH,2,Room 7
35,MADR 3014,M,1,Room 4
35,MADR 3014,W,1,Room 4
35,MADR 3019,TH,6,Room 9
35,MADR 3019,TH,7,Room 9
36,MADR 3021,T,5,Room 6
36,MADR 3025,M,4,Room 1
36,MADR 3025,W,4,Room 1
36,MADR 3301,T,2,Room 6
36,MADR 3301,TH,2,Room 6
36,MADR 3711,T,1,Room 1
36,MADR 3711,TH,1,Room 1
37,MADR 3006,M,2,Room 4
37,MADR 3006,W,2,Room 4
37,MADR 3019,TH,6,Room 9
37,MADR 3019,TH,7,Room 9
37,MADR 3031,T,5,Room 9
37,MADR 3031,TH,5,Room 9
37,MADR 3301,T,2,Room 6
37,MADR 3301,TH,2,Room 6
38,MADR 3006,M,2,Room 4
38,MADR 3006,W,2,Room 4
38,MADR 3017,T,1,Room 4
38,MADR 3017,TH,1,Room 4
38,MADR 3025,M,4,Room 1
38,MADR 3025,W,4,Room 1
38,MADR 3301,T,2,Room 6
38,MADR 3301,TH,2,Room 6
39,MADR 3023,T,5,Room 3
39,MADR 3023,TH,5,Room 3
39,MADR 3027,M,7,Room 1
39,MADR 3027,W,7,Room 1
39,MADR 3604,M,1,Room 9
39,MADR 3604,W,1,Room 9
39,MADR 4901,M,5,Room 9
40,MADR 3013,T,4,Room 5
40,MADR 3013,TH,4,Room 5
40,MADR 3017,T,1,Room 4
40,MADR 3017,TH,1,Room 4
40,MADR 3024,M,1,Room 7
40,MADR 3024,W,1,Room 7
40,MADR 3026,M,4,Room 7
40,MADR 3026,W,4,Room 7
41,MADR 3025,M,4,Room 1
41,MADR 3025,W,4,Room 1
41,MADR 3206,M,5,Room 7
41,MADR 3206,W,5,Room 7
41,MADR 3604,M,1,Room 9
41,MADR 3604,W,1,Room 9
41,MADR 4901,M,5,Room 9
42,MADR 3001,T,7,Room 4
42,MADR 3001,TH,7,Room 4
42,MADR 3021,T,5,Room 6
42,MADR 4511W,M,7,Room 8
42,MADR 4511W,W,7,Room 8
42,MADR 4611,T,4,Room 1
42,MADR 4611,TH,4,Room 1
43,MADR 3002,T,4,Room 2
43,MADR 3002,TH,4,Room 2
43,MADR 3012,T,1,Room 6
43,MADR 3025,M,4,Room 1
43,MADR 3025,W,4,Room 1
43,MADR 3206,M,5,Room 7
43,MADR 3206,W,5,Room 7
44,MADR 3081W,T,7,Room 6
44,MADR 3081W,TH,7,Room 6
44,MADR 4041,T,3,Room 3
44,MADR 4041,TH,3,Room 3
44,MADR 4511W,M,7,Room 8
44,MADR 4511W,W,7,Room 8
45,MADR 1001,T,2,Room 7
45,MADR 1001,TH,2,Room 7
45,MADR 3006,M,2,Room 4
45,MADR 3006,W,2,Room 4
45,MADR 3014,M,1,Room 4
45,MADR 3014,W,1,Room 4
45,MADR 3711,T,1,Room 1
45,MADR 3711,TH,1,Room 1
46,MADR 3002,T,4,Room 2
46,MADR 3002,TH,4,Room 2
46,MADR 3012,T,1,Room 6
46,MADR 3021,T,5,Room 6
46,MADR 3025,M,4,Room 1
46,MADR 3025,W,4,Room 1
47,MADR 3006,M,2,Room 4
47,MADR 3006,W,2,Room 4
47,MADR 3012,T,1,Room 6
47,MADR 3019,TH,6,Room 9
47,MADR 3019,TH,7,Room 9
47,MADR 3301,T,2,Room 6
47,MADR 3301,TH,2,Room 6
48,MADR 1004,M,2,Room 7
48,MADR 1004,W,2,Room 7
48,MADR 3206,M,5,Room 7
48,MADR 3206,W,5,Room 7
48,MADR 3301,T,2,Room 6
48,MADR 3301,TH,2,Room 6
48,MADR 3711,T,1,Room 1
48,MADR 3711,TH,1,Room 1
49,MADR 3002,T,4,Room 2
49,MADR 3002,TH,4,Room 2
49,MADR 3006,M,2,Room 4
49,MADR 3006,W,2,Room 4
49,MADR 3014,M,1,Room 4
49,MADR 3014,W,1,Room 4
49,MADR 3711,T,1,Room 1
49,MADR 3711,TH,1,Room 1
50,MADR 3017,T,1,Room 4
50,MADR 3017,TH,1,Room 4
50,MADR 3019,TH,6,Room 9
50,MADR 3019,TH,7,Room 9
50,MADR 3021,T,5,Room 6
50,MADR 3026,M,4,Room 7
50,MADR 3026,W,4,Room 7
51,MADR 3012,T,1,Room 6
51,MADR 3013,T,4,Room 5
51,MADR 3013,TH,4,Room 5
51,MADR 3017,T,1,Room 4
51,MADR 3017,TH,1,Room 4
51,MADR 3021,T,5,Room 6
52,MADR 3018,T,4,Room 9
52,MADR 3018,TH,4,Room 9
52,MADR 3031,T,5,Room 9
52,MADR 3031,TH,5,Room 9
52,MADR 3301,T,2,Room 6
52,MADR 3301,TH,2,Room 6
52,MADR 3711,T,1,Room 1
52,MADR 3711,TH,1,Room 1
53,MADR 3018,T,4,Room 9
53,MADR 3018,TH,4,Room 9
53,MADR 3031,T,5,Room 9
53,MADR 3031,TH,5,Room 9
53,MADR 3711,T,1,Room 1
53,MADR 3711,TH,1,Room 1
53,MADR 4901,M,5,Room 9
54,MADR 3012,T,1,Room 6
54,MADR 3014,M,1,Room 4
54,MADR 3014,W,1,Room 4
54,MADR 4041,T,3,Room 3
54,MADR 4041,TH,3,Room 3
54,MADR 4611,T,4,Room 1
54,MADR 4611,TH,4,Room 1
55,MADR 3008,T,6,Room 2
55,MADR 3008,TH,6,Room 2
55,MADR 3019,TH,6,Room 9
55,MADR 3019,TH,7,Room 9
55,MADR 3025,M,4,Room 1
55,MADR 3025,W,4,Room 1
55,MADR 3301,T,2,Room 6
55,MADR 3301,TH,2,Room 6
56,MADR 3017,T,1,Room 4
56,MADR 3017,TH,1,Room 4
56,MADR 3019,TH,6,Room 9
56,MADR 3019,TH,7,Room 9
56,MADR 3021,T,5,Room 6
56,MADR 3026,M,4,Room 7
56,MADR 3026,W,4,Room 7
57,MADR 3031,T,5,Room 9
57,MADR 3031,TH,5,Room 9
57,MADR 3206,M,5,Room 7
57,MADR 3206,W,5,Room 7
57,MADR 3301,T,2,Room 6
57,MADR 3301,TH,2,Room 6
57,MADR 4901,M,5,Room 9
58,MADR 3006,M,2,Room 4
58,MADR 3006,W,2,Room 4
58,MADR 3025,M,4,Room 1
58,MADR 3025,W,4,Room 1
58,MADR 3301,T,2,Room 6
58,MADR 3301,TH,2,Room 6
58,MADR 3711,T,1,Room 1
58,MADR 3711,TH,1,Room 1
59,MADR 3031,T,5,Room 9
59,MADR 3031,TH,5,Room 9
59,MADR 3081W,T,7,Room 6
59,MADR 3081W,TH,7,Room 6
59,MADR 4041,T,3,Room 3
59,MADR 4041,TH,3,Room 3
59,MADR 4511W,M,7,Room 8
59,MADR 4511W,W,7,Room 8
60,MADR 3021,T,5,Room 6
60,MADR 3025,M,4,Room 1
60,MADR 3025,W,4,Room 1
60,MADR 3031,T,5,Room 9
60,MADR 3031,TH,5,Room 9
60,MADR 3301,T,2,Room 6
60,MADR 3301,TH,2,Room 6
60,MADR 3711,T,1,Room 1
60,MADR 3711,TH,1,Room 1
61,MADR 3002,T,4,Room 2
61,MADR 3002,TH,4,Room 2
61,MADR 3031,T,5,Room 9
61,MADR 3031,TH,5,Room 9
61,MADR 3206,M,5,Room 7
61,MADR 3206,W,5,Room 7
61,MADR 4901,M,5,Room 9
62,MADR 1001,T,2,Room 7
62,MADR 1001,TH,2,Room 7
62,MADR 3002,T,4,Room 2
62,MADR 3002,TH,4,Room 2
62,MADR 3012,T,1,Room 6
62,MADR 3021,T,5,Room 6
63,MADR 3012,T,1,Room 6
63,MADR 3017,T,1,Room 4
63,MADR 3017,TH,1,Room 4
63,MADR 3024,M,1,Room 7
63,MADR 3024,W,1,Room 7
63,MADR 3301,T,2,Room 6
63,MADR 3301,TH,2,Room 6
64,MADR 3021,T,5,Room 6
64,MADR 3025,M,4,Room 1
64,MADR 3025,W,4,Room 1
64,MADR 3301,T,2,Room 6
64,MADR 3301,TH,2,Room 6
64,MADR 3711,T,1,Room 1
64,MADR 3711,TH,1,Room 1
65,MADR 3012,T,1,Room 6
65,MADR 3013,T,4,Room 5
65,MADR 3013,TH,4,Room 5
65,MADR 3024,M,1,Room 7
65,MADR 3024,W,1,Room 7
65,MADR 3027,M,7,Room 1
65,MADR 3027,W,7,Room 1
66,MADR 1001,T,2,Room 7
66,MADR 1001,TH,2,Room 7
66,MADR 3006,M,2,Room 4
66,MADR 3006,W,2,Room 4
66,MADR 3014,M,1,Room 4
66,MADR 3014,W,1,Room 4
66,MADR 3711,T,1,Room 1
66,MADR 3711,TH,1,Room 1
67,MADR 3001,T,7,Room 4
67,MADR 3001,TH,7,Room 4
67,MADR 3008,T,6,Room 2
67,MADR 3008,TH,6,Room 2
67,MADR 3012,T,1,Room 6
67,MADR 4511W,M,7,Room 8
67,MADR 4511W,W,7,Room 8
68,MADR 3001,T,7,Room 4
68,MADR 3001,TH,7,Room 4
68,MADR 3014,M,1,Room 4
68,MADR 3014,W,1,Room 4
68,MADR 3019,TH,6,Room 9
68,MADR 3019,TH,7,Room 9
68,MADR 3206,M,5,Room 7
68,MADR 3206,W,5,Room 7
69,MADR 3017,T,1,Room 4
69,MADR 3017,TH,1,Room 4
69,MADR 3018,T,4,Room 9
69,MADR 3018,TH,4,Room 9
69,MADR 3021,T,5,Room 6
69,MADR 4901,M,5,Room 9
70,MADR 3017,T,1,Room 4
70,MADR 3017,TH,1,Room 4
70,MADR 3024,M,1,Room 7
70,MADR 3024,W,1,Room 7
70,MADR 3026,M,4,Room 7
70,MADR 3026,W,4,Room 7
70,MADR 3604,M,1,Room 9
70,MADR 3604,W,1,Room 9
71,MADR 3017,T,1,Room 4
71,MADR 3017,TH,1,Room 4
71,MADR 3021,T,5,Room 6
71,MADR 3023,T,5,Room 3
71,MADR 3023,TH,5,Room 3
71,MADR 4901,M,5,Room 9
72,MADR 1001,T,2,Room 7
72,MADR 1001,TH,2,Room 7
72,MADR 3002,T,4,Room 2
72,MADR 3002,TH,4,Room 2
72,MADR 3014,M,1,Room 4
72,MADR 3014,W,1,Room 4
72,MADR 3021,T,5,Room 6
73,MADR 3006,M,2,Room 4
73,MADR 3006,W,2,Room 4
73,MADR 3012,T,1,Room 6
73,MADR 3017,T,1,Room 4
73,MADR 3017,TH,1,Room 4
73,MADR 3021,T,5,Room 6
73,MADR 3301,T,2,Room 6
73,MADR 3301,TH,2,Room 6
74,MADR 1003,T,2,Room 1
74,MADR 1003,TH,2,Room 1
74,MADR 3008,T,6,Room 2
74,MADR 3008,TH,6,Room 2
74,MADR 3301,T,2,Room 6
74,MADR 3301,TH,2,Room 6
75,MADR 3001,T,7,Room 4
75,MADR 3001,TH,7,Room 4
75,MADR 3002,T,4,Room 2
75,MADR 3002,TH,4,Room 2
75,MADR 3014,M,1,Room 4
75,MADR 3014,W,1,Room 4
75,MADR 3021,T,5,Room 6
76,MADR 3024,M,1,Room 7
76,MADR 3024,W,1,Room 7
76,MADR 3025,M,4,Room 1
76,MADR 3025,W,4,Room 1
76,MADR 3031,T,5,Room 9
76,MADR 3031,TH,5,Room 9
76,MADR 3301,T,2,Room 6
76,MADR 3301,TH,2,Room 6
77,MADR 1001,T,2,Room 7
77,MADR 1001,TH,2,Room 7
77,MADR 3019,TH,6,Room 9
77,MADR 3019,TH,7,Room 9
77,MADR 3025,M,4,Room 1
77,MADR 3025,W,4,Room 1
77,MADR 3206,M,5,Room 7
77,MADR 3206,W,5,Room 7
